Draw Date,Winning Numbers,Multiplier,double_play_winning_numbers
3/9/2026,22 23 28 36 54 13,3,
3/11/2026,03 06 55 58 63 12,2,
3/14/2026,09 30 42 50 52 21,3,
3/16/2026,07 10 20 47 52 20,2,
3/18/2026,14 18 19 21 69 01,3,
3/21/2026,12 28 36 41 59 02,2,
3/23/2026,12 18 47 56 63 01,10,
3/25/2026,07 21 55 56 64 26,4,
3/28/2026,11 42 43 59 61 25,4,
3/30/2026,07 11 31 41 57 20,2,
4/1/2026,04 10 11 52 64 24,3,
4/4/2026,03 06 13 41 65 01,4,
4/6/2026,07 24 37 42 57 05,2,
4/8/2026,03 16 17 42 52 03,2,
4/11/2026,06 47 49 53 60 06,2,
4/13/2026,38 43 59 63 64 15,3,
4/15/2026,13 21 27 43 45 26,5,
4/18/2026,24 25 39 46 61 01,5,
4/20/2026,09 17 36 47 64 26,3,
4/22/2026,24 29 32 49 63 11,2,
4/25/2026,04 30 36 52 57 02,3,
4/27/2026,18 31 33 36 62 03,3,
4/29/2026,03 19 35 51 67 15,2,
5/2/2026,25 37 42 52 65 14,3,
5/4/2026,30 36 42 60 63 13,2,
5/6/2026,18 27 51 65 68 05,3,
5/9/2026,15 41 46 47 56 22,2,
5/11/2026,24 30 37 56 64 07,3,
5/13/2026,22 31 52 56 67 15,2,
5/16/2026,08 37 40 44 65 18,3,
5/18/2026,04 13 34 61 65 12,2,
5/20/2026,10 28 30 46 57 25,3,
5/23/2026,04 16 41 48 66 26,2,
5/25/2026,17 32 48 60 64 10,2,
5/27/2026,05 14 21 31 51 13,4,
5/30/2026,01 27 35 44 52 12,2,
6/1/2026,02 42 47 57 58 14,3,
6/3/2026,14 16 38 55 64 12,3,26 28 31 56 64 13
6/6/2026,16 32 55 59 64 03,3,03 18 26 52 54 08
6/8/2026,03 24 34 43 49 20,3,01 16 20 21 49 10
6/10/2026,12 31 38 60 66 14,2,08 35 41 42 67 11
6/13/2026,03 13 44 50 53 02,4,24 55 56 57 67 15
6/15/2026,25 55 57 60 62 23,2,22 23 28 32 68 21
6/17/2026,03 26 49 53 61 12,2,10 17 44 63 67 24
6/20/2026,16 20 44 48 50 15,2,11 12 25 42 57 20
6/22/2026,17 19 21 45 48 13,2,18 41 43 64 65 25
6/24/2026,13 14 16 21 38 14,2,03 11 20 31 65 05
6/27/2026,03 16 28 30 59 11,2,02 26 34 43 45 15
6/29/2026,10 14 41 53 59 03,2,02 09 24 25 39 14
